88.3458	1.34493	6.08199	17.2937
88.5021	0.340192	6.06868	17.2937
87.4638	-1.1709	6.05227	17.2937
88.2962	-0.879198	6.06625	17.2937
87.7642	-0.741408	6.05737	17.2937
88.6531	1.4049	6.03837	17.2937
88.9837	1.04882	6.0478	17.2937
88.7964	-0.59666	6.07134	17.2937
88.4018	-0.0894758	6.06446	17.2937
87.3847	-2.07494	6.04761	17.2937
87.8786	-2.32789	6.08714	17.2937
88.7459	-0.549683	6.05881	17.2937
88.2519	-0.77736	6.08139	17.2937
87.8364	-0.101255	6.13069	17.2937
88.6464	0.820305	6.11171	17.2937
89.0829	1.4054	6.07357	17.2937
86.6021	-2.62059	6.12888	17.2937
88.7239	0.282534	6.06822	17.2937
87.3348	-1.31937	6.05002	17.2937
88.6388	-1.81149	6.0678	17.2937
88.5223	0.4161	6.04349	17.2937
88.4216	0.171885	6.05596	17.2937
88.5725	-0.745106	6.07459	17.2937
88.3373	-0.468904	6.08191	17.2937
88.1615	-0.813075	6.06667	17.2937
86.9991	-1.99216	6.05697	17.2937
86.9518	-1.98182	6.09456	17.2937
89.0755	-0.409112	6.04722	17.2937
88.0819	-0.79394	6.06628	17.2937
88.1264	-1.08656	6.06371	17.2937
87.3715	-1.37587	6.08924	17.2937
87.9442	-0.548848	6.07723	17.2937
87.8835	-0.691768	6.08267	17.2937
88.3908	-0.435813	6.04606	17.2937
87.3606	-2.79371	6.12881	17.2937
88.7971	-0.0701293	6.06535	17.2937
87.9714	-0.387594	6.06648	17.2937
88.5799	-0.311626	6.09781	17.2937
87.8894	0.842174	6.06193	17.2937
88.7044	0.552036	6.06651	17.2937
88.6405	0.604199	6.07981	17.2937
88.6071	-0.655285	6.06455	17.2937
87.2528	-0.648511	6.08381	17.2937
87.712	-0.861105	6.10213	17.2937
89.2193	0.786552	6.05014	17.2937
88.4791	-0.372034	6.07827	17.2937
88.7774	0.112673	6.08166	17.2937
88.4894	-0.280407	6.07744	17.2937
87.9036	-1.32716	6.07668	17.2937
88.6847	-0.918107	6.081	17.2937
88.9556	-0.990779	6.06219	17.2937
87.6695	-3.22048	6.12251	17.2937
88.5289	-0.289479	6.0686	17.2937
88.4769	0.224768	6.06433	17.2937
88.4006	0.568778	6.0884	17.2937
88.1329	1.20632	6.06066	17.2937
88.4738	0.951107	6.057	17.2937
88.8124	0.783442	6.07282	17.2937
88.2415	-1.2097	6.06734	17.2937
87.6686	-0.929498	6.07273	17.2937
88.082	-1.15326	6.08052	17.2937
89.3717	0.74989	6.05742	17.2937
89.9344	0.774547	6.0065	17.2937
88.8497	-0.388844	6.0618	17.2937
88.5846	-0.301135	6.05702	17.2937
87.4677	-2.64239	6.04848	17.2937
88.3317	-2.55191	6.05484	17.2937
87.2725	-3.37271	6.09619	17.2937
88.5593	-0.224129	6.06461	17.2937
88.5555	0.456656	6.06944	17.2937
88.7458	0.517855	6.06214	17.2937
88.3327	-1.77314	6.05582	17.2937
88.9683	-0.12991	6.05004	17.2937
89.5284	-0.0602366	6.02512	17.2937
88.8792	-1.1319	6.07876	17.2937
88.3742	-1.27985	6.06066	17.2937
88.2399	-1.14241	6.05774	17.2937
88.8287	-0.9833	6.06236	17.2937
88.0191	-2.0968	6.05871	17.2937
88.5674	-1.94169	6.07322	17.2937
88.2512	-2.10533	6.07768	17.2937
87.306	-2.45137	6.10595	17.2937
89.2513	-0.85095	6.05433	17.2937
88.6594	0.638301	6.07262	17.2937
88.8839	0.423713	6.0676	17.2937
88.4369	-0.432514	6.07802	17.2937
88.4477	-0.332151	6.06325	17.2937
89.1333	1.19982	6.05837	17.2937
89.9225	1.17389	6.04817	17.2937
88.8779	-0.552789	6.05748	17.2937
89.3401	-0.134201	6.07765	17.2937
88.5644	0.436444	6.05624	17.2937
88.4647	0.130217	6.08596	17.2937
87.5215	-2.56886	6.07667	17.2937
88.1003	-1.63082	6.05756	17.2937
88.3943	-1.89028	6.07175	17.2937
88.3847	-1.87519	6.07429	17.2937
87.0146	-1.09983	6.12711	17.2937
88.7946	0.857946	6.07476	17.2937
87.0771	-2.36553	6.14875	17.2937
